,stat,p-value,effect_size,feature,q-value,in_group_gene_effect_mean,out_group_gene_effect_mean
10045,0.4469182060967892,0.6550222557196244,0.0728675879762911,OLFM1,0.9080604318148795,0.12538853004007813,0.11712985862400942
4547,0.4465942916670949,0.6552560830522427,0.07281477548648749,EMCN,0.9082373855756536,0.061962729055932794,0.054856757355154925
6905,-0.4465965937730571,0.6552544210886391,-0.07281515083237057,IL17RE,0.9082373855756536,0.06461834422052729,0.07298290113126206
12487,-0.44641996245695875,0.655381941827409,-0.07278635205489947,RRP1B,0.9083382385839331,0.007837669227181588,0.016399925344076402
10429,-0.44560662412757074,0.6559692693431832,-0.07265374165446675,PCSK2,0.9083427465317981,0.037687619907605156,0.04387401898700677
5268,0.44563318296809595,0.6559500873182548,0.07265807192927345,FLRT2,0.9083427465317981,0.028946740265879206,0.021549840419823534
13589,0.4456332290835145,0.6559500540117611,0.07265807944814216,SMCO2,0.9083427465317981,0.07184499236332953,0.06437534245224451
10754,0.44599997376547296,0.6556851972531416,0.07271787517812785,PIM1,0.9083427465317981,-0.18151854054830752,-0.19173585613166022
11897,0.4459788183834149,0.6557004741315835,0.07271442590789838,RASL11B,0.9083427465317981,0.01616198877209384,0.006431128200913022
13749,0.4458640686332029,0.6557833405691831,0.07269571658389958,SORBS2,0.9083427465317981,0.11207853417658062,0.10534334192695546
1558,0.44592428815348817,0.6557398525630986,0.07270553504985691,BRD1,0.9083427465317981,-0.0627336402316939,-0.07791811318743962
6792,-0.4460449327987425,0.6556527315878832,-0.07272520550449943,IFITM5,0.9083427465317981,-0.06512385823099183,-0.05640291989652855
15938,-0.4457283037867597,0.6558813885207314,-0.07267358086251403,USP19,0.9083427465317981,-0.23545828267817392,-0.22419556936408394
10813,-0.44617228686279414,0.6555607706381639,-0.0727459698934633,PKNOX2,0.9083427465317981,0.14457654108689288,0.15172568822785246
12024,-0.44612818084795647,0.6555926185078915,-0.07273877864711747,RECQL5,0.9083427465317981,5.5807561800288225e-05,0.01103294928210176
5993,-0.44531972291559524,0.656176497168923,-0.07260696396893293,GPR25,0.9084977348396684,-0.04830421836396602,-0.03985845683530156
7319,-0.44524519578869476,0.6562303322098337,-0.07259481272536765,KCNH6,0.9084977348396684,0.011050416036290516,0.020227112899520408
14796,-0.4452310978477379,0.6562405161287066,-0.07259251413260741,TIMM8A,0.9084977348396684,-0.3161333869066041,-0.2959401366361418
5714,-0.4449779972324035,0.6564233591091957,-0.07255124745091232,GIMAP2,0.9086038032430627,0.03480248653450589,0.04124574852941119
11049,-0.4450431471208205,0.6563762920628348,-0.07256186978663529,POLR1A,0.9086038032430627,-1.4205533522998386,-1.3986463988068052
14573,-0.44480195455116317,0.656550546648286,-0.07252254464716018,TDG,0.9087063269831901,-0.1648047598170088,-0.15458437863845248
7898,0.44462597840504414,0.6566776960783229,0.07249385269159844,LGALS2,0.9088087813940514,0.006121140977527033,-0.0005350181386500078
806,-0.44442088961487597,0.6568258930592101,-0.0724604140774255,APOB,0.9089367662709308,-0.06608216337995512,-0.05940443821694501
6246,0.44435094375666734,0.6568764389669444,0.07244900978485684,H3-3B,0.9089367662709308,-0.25949614540024735,-0.27112777716496816
9745,0.4442082147251537,0.6569795860262453,0.07242573859089177,NPAS2,0.9090059671749416,-0.04866408400898241,-0.056513685652447326
7031,0.44303353488959973,0.6578287491390701,0.07223421341896206,INSRR,0.9090066106320438,0.019328340127745886,0.011492241499446217
305,0.44307876011911684,0.6577960481251821,0.07224158714718712,ADCYAP1,0.9090066106320438,0.2896704318504085,0.28127351072773005
427,0.443246675944136,0.6576746389405933,0.07226896491113874,AGRP,0.9090066106320438,-0.07294410926986139,-0.08043991146769676
6082,0.4432873188140637,0.6576452540420599,0.07227559151050224,GRIN2D,0.9090066106320438,-0.02996179085790611,-0.03780982607312922
2703,0.4435115662988056,0.6574831320659913,0.07231215384584679,CFAP57,0.9090066106320438,-0.20438834814415974,-0.21375660268432295
4214,-0.44288451085225683,0.6579365086131973,-0.07220991585846098,DST,0.9090066106320438,-0.18322762022514288,-0.1746771909321608
5392,-0.44297241223518535,0.6578729461484271,-0.07222424770188648,FSBP,0.9090066106320438,0.0189230961818803,0.02815906938835796
1521,0.4439925090361185,0.6571354840927203,0.07239056894897893,BNIP5,0.9090066106320438,-0.004730283524873142,-0.01354862505903025
14738,-0.4435350288082133,0.6574661705409619,-0.0723159792806693,THEM4,0.9090066106320438,-0.05750878888786573,-0.04840791370492917
14225,-0.4435648016049166,0.6574446474352493,-0.07232083357358796,SULT4A1,0.9090066106320438,0.18814734978118935,0.19489617936544362
4922,-0.4435906992121667,0.6574259259809936,-0.07232505603789781,FAM183A,0.9090066106320438,-0.06317863214691129,-0.05164777926643465
10591,-0.44369075806698083,0.6573535951713245,-0.07234137009113288,PFKM,0.9090066106320438,-0.09638399070263794,-0.08748818193422617
8771,-0.4438764410687305,0.6572193766669963,-0.07237164469682383,MLC1,0.9090066106320438,-0.007128453377299941,0.001685904962629325
7310,0.44289656580375203,0.6579277913975615,0.07221188135287729,KCNG1,0.9090066106320438,0.11644597249152558,0.10541719769824719
10026,-0.4434429739179925,0.6575327199054914,-0.07230097023042183,ODF3L2,0.9090066106320438,0.06804449692650301,0.07731117044258769
10294,-0.44333620121988754,0.6576099126398687,-0.07228356152147579,PARVB,0.9090066106320438,0.05610540768597142,0.06422438300296748
9075,0.4429108791664087,0.6579174411328016,0.07221421506897654,MTCH2,0.9090066106320438,-0.25047015857108695,-0.2670625235789668
10722,0.4429827280969807,0.6578654867967466,0.07222592964716566,PIGO,0.9090066106320438,-0.18942055938771266,-0.19992440655796292
6429,-0.44279580599045143,0.6580006545928656,-0.07219545301216529,HHIPL2,0.9090085525726759,-0.009338127123472553,-0.002629079476404433
14373,0.44273560813349416,0.6580441874706271,0.07218563807829602,TAF5,0.9090085525726759,-0.7752122593682599,-0.7931959261114583
15270,-0.4425529630344191,0.6581762767989017,-0.07215585878614873,TOR1B,0.9091176073636504,-0.044613234352898684,-0.03599193982578355
7935,0.44185316404571534,0.6586824717996682,0.07204176035901048,LIG3,0.9092786189340603,-0.34929091099042775,-0.3600940540010459
8981,-0.44213057611964673,0.6584817888455881,-0.07208699089208595,MRPL55,0.9092786189340603,-0.39497613018433536,-0.37625521017619906
16137,-0.44210440819318836,0.6585007179602955,-0.07208272435369624,VWA3A,0.9092786189340603,-0.04633703283946242,-0.03805919267220135
1188,-0.4419393413451829,0.6586201275541814,-0.07205581109998467,ATP5IF1,0.9092786189340603,-0.126210496458441,-0.11666007491403942
4853,0.4418039667858292,0.6587180642105459,0.07203373901279089,FAHD2A,0.9092786189340603,-0.17407022901859495,-0.18684713533803504
5396,0.44189388780019173,0.6586530102444985,0.0720484001461607,FSCN3,0.9092786189340603,-0.03075774061455104,-0.037360896126236935
12612,0.44192850282972995,0.6586279684567835,0.07205404393886318,SALL1,0.9092786189340603,-0.1057358042173637,-0.11398402583097679
11170,-0.4423077212365396,0.6583536529992712,-0.07211587344198807,PPME1,0.9092786189340603,-0.3002330373497892,-0.2850194755420861
12566,0.44146644330149726,0.6589622709287468,0.07197870764048808,RWDD3,0.9093271946254933,-0.00019182776731280793,-0.009094684636217926
2823,0.44138210415913864,0.6590232981042471,0.0719649566010544,CHRNB2,0.9093271946254933,-0.12776551238681402,-0.1359389694612827
7847,0.4413145436645893,0.6590721860151687,0.07195394122908447,LCORL,0.9093271946254933,0.13353977248567267,0.12417091180798275
5852,-0.44150921357843714,0.6589313235437027,-0.071985681102019,GNG12,0.9093271946254933,0.08382315014316474,0.09143859369295707
8098,-0.44141638644106557,0.6589984914260141,-0.07197054614106477,LRRC2,0.9093271946254933,0.06998674296313914,0.07706324732341092
16130,-0.4414903525873954,0.6589449707611377,-0.07198260591979258,VTA1,0.9093271946254933,0.008683037100809742,0.021580636465135566
7749,-0.44106598929545826,0.6592520566935816,-0.07191341578815932,KXD1,0.9095020107949273,-0.16239193235924904,-0.1501945424502498
12119,-0.440955309532925,0.659332158373521,-0.07189537005356278,RGS19,0.9095391688812051,-0.08646434467644587,-0.07717758633304021
14455,0.44055099557411753,0.6596248036231418,0.07182944885688396,TBC1D1,0.90974569521589,-0.14949386973893639,-0.15728154683658271
5590,0.4405280544239373,0.6596414101512773,0.07182570842685396,GATC,0.90974569521589,-0.23067390049623165,-0.24490913974528997
9202,0.44058896271063247,0.6595973205261587,0.07183563919243635,MYH6,0.90974569521589,0.04053294676906954,0.03146405862879729
9170,-0.44039144847014183,0.6597402992816492,-0.0718034355674795,MYADML2,0.9098087303354433,0.029172892327667947,0.0369088577467246
3587,-0.44026116934196774,0.6598346139657465,-0.07178219426268548,CYP17A1,0.9098654474538147,0.01788962768130747,0.02518375653376943
1162,0.44012683898473187,0.6599318671782679,0.07176029242697989,ATP13A4,0.9099262071265115,-0.00562569063510244,-0.014073638579971447
1898,-0.4399850567804074,0.6600345216608892,-0.07173717560804939,CA14,0.909994403776018,-0.0391478375465961,-0.031936713586829056
10445,0.4397880058960749,0.660177202934628,0.0717050475307994,PDCD1LG2,0.9101177702153825,0.1306971037362422,0.12445980539152313
16943,-0.43969037248050385,0.6602479022546621,-0.07168912893226952,ZNF699,0.9101418907228449,0.0019227865180781577,0.011496465366189576
5478,0.4396010368664056,0.6603125955458395,0.0716745632452357,GABARAPL2,0.9101577287891932,0.028600321264168123,0.020949685847301683
2201,0.43727184127369584,0.662000202254283,0.07129480054492401,CCDC28B,0.910283535082712,-0.09389339303050925,-0.10186949825229327
14911,-0.43849183131860336,0.6611160496288426,-0.07149371330057991,TMEM109,0.910283535082712,-0.04686905341273657,-0.04066345681814646
3289,-0.4385693259623798,0.6610599035917002,-0.07150634838166642,CPSF4,0.910283535082712,-1.286240186971151,-1.2598616964890772
1152,-0.43884312196835207,0.6608615495534185,-0.07155098933448636,ATP10A,0.910283535082712,-0.19336622839470513,-0.185532272733077
14941,-0.43892778678361183,0.6608002181752488,-0.07156479347311906,TMEM144,0.910283535082712,0.09960048626310133,0.10664715438153796
3862,0.43915034165564526,0.6606390098157229,0.07160107983714768,DEPDC1B,0.910283535082712,0.04042980846323734,0.031239496781203163
675,-0.43911843285831664,0.6606621220908144,-0.07159587728091964,ANKRD30B,0.910283535082712,0.05379575504103514,0.06167946802366972
11905,-0.439214839223596,0.6605922937349267,-0.07161159581555894,RASSF7,0.910283535082712,-0.024474164339149205,-0.015937173479674806
1825,-0.4393972488010661,0.6604601802551886,-0.07164133670718675,C3orf80,0.910283535082712,0.07156062338068718,0.07980302499737471
7495,0.43827700164265626,0.6612717069484683,0.07145868648784674,KIF6,0.910283535082712,0.1256522433457901,0.11644204880564818
6936,0.43850194445337726,0.6611087224019775,0.07149536219231847,IL26,0.910283535082712,0.02648025745777049,0.019402231979220617
10221,-0.4386280214599152,0.6610173790901885,-0.0715159183639856,PAGE5,0.910283535082712,0.14098957501399847,0.14769029636981504
1743,0.43760401478181754,0.6617594222573744,0.0713489596326413,C1S,0.910283535082712,-0.08630517475450117,-0.09486585562073185
4635,0.4378528700379578,0.66157905945266,0.07138953413156034,EPHA6,0.910283535082712,0.07570285919216402,0.06768910520693694
3619,-0.4381229180242517,0.6613833590444103,-0.07143356399011308,CYP3A43,0.910283535082712,-0.1386236197948911,-0.1285225886990642
16840,-0.43794572749941063,0.6615117641951955,-0.07140467403669143,ZNF557,0.910283535082712,0.08813559086896632,0.09750303141709496
4305,0.43867883982389005,0.6609805624049947,0.07152420402242878,E2F3,0.910283535082712,-0.3090727011604231,-0.3300979524866196
15232,0.43735773570162423,0.6619379372801444,0.07130880516522894,TNRC6C,0.910283535082712,-0.11248633019179402,-0.12093667920799532
7051,0.437291953182847,0.6619856228972885,0.07129807968255918,INVS,0.910283535082712,-0.011253897201759474,-0.01804094219194178
14422,0.43738156073124496,0.6619206669021755,0.0713126897070047,TAS2R13,0.910283535082712,0.1282779573329608,0.12084673290435252
2375,-0.4374511516202111,0.6618702226255864,-0.07132403612376488,CD276,0.910283535082712,-0.25631130584073364,-0.24610747168948222
15098,-0.4374626938490402,0.6618618561705412,-0.07132591802153314,TMEM68,0.910283535082712,-0.024587179835686035,-0.016162876782868554
3501,-0.43750998311529593,0.6618275786985737,-0.07133362827974643,CTTN,0.910283535082712,-0.25755803137521316,-0.24662153255859232
16468,0.43731652956188627,0.661967807368321,0.07130208672777985,ZCCHC4,0.910283535082712,-0.05022299203459275,-0.05649283942881708
7718,-0.4379038398793686,0.6615421204708272,-0.07139784448757733,KRTAP20-2,0.910283535082712,-0.010182494636685174,-0.002758629663122781
2895,0.43728763642086105,0.6619887521574733,0.07129737585794542,CLC,0.910283535082712,0.03779517672802192,0.030258107995523625
16067,0.4373897714953015,0.6619147150940667,0.07131402842752242,VMP1,0.910283535082712,-1.1052549330060135,-1.12637984122676
3488,0.4373927989081311,0.6619125205923386,0.07131452203075381,CTSC,0.910283535082712,0.13524381496109697,0.12713584441509293
4876,0.43891519554342356,0.6608093391529337,0.07156274053974192,FAM124B,0.910283535082712,-0.04654857191106413,-0.05371725224354568
9749,0.4378796021659775,0.6615596859798802,0.07139389265995254,NPB,0.910283535082712,-0.27922161957513414,-0.29215757044425744
16926,0.43698593606397024,0.6622074721427516,0.07124818525215153,ZNF675,0.9102894148800083,0.11638422500480483,0.10829258695228897
4895,0.4359450586734394,0.6629622856134929,0.07107847584270623,FAM162A,0.9102894148800083,-0.03395107368653669,-0.04387154735160865
6133,0.43677929543487365,0.6623572945031344,0.0712144936190635,GSTA5,0.9102894148800083,-0.0627077560634603,-0.07089774429932695
9474,0.436681165613093,0.6624284471170576,0.07119849408419526,NECAP2,0.9102894148800083,-0.014125180651510857,-0.02311946061575896
1518,-0.43594911753986754,0.6629593415774452,-0.07107913761884893,BNIP1,0.9102894148800083,-0.6584359695160914,-0.6384459603253094
16596,-0.4360760325375584,0.6628672883751403,-0.07109983042042557,ZNF121,0.9102894148800083,0.031205082003089,0.039334980652362274
5437,0.436419651469449,0.6626180824049446,0.07115585562237145,FXN,0.9102894148800083,-0.5643771408324287,-0.588356405917759
4422,-0.43608943126408944,0.6628575703910713,-0.07110201501006849,EGR3,0.9102894148800083,0.22635759991620147,0.23230838174540708
14156,-0.43610352102329236,0.6628473512680924,-0.07110431226883818,STPG3,0.9102894148800083,0.023952999707184692,0.03139804404600994
8141,-0.43619506045979395,0.6627809604105352,-0.0711192372771542,LRRC72,0.9102894148800083,0.1270505879107627,0.1365049799562997
9717,0.43640240500895217,0.662630589325546,0.07115304368058795,NOP53,0.9102894148800083,-0.43635808634083756,-0.45187086304340135
13121,-0.43635504326158286,0.6626649359655841,-0.07114532160472246,SIT1,0.9102894148800083,0.0017105395191730698,0.011508378131516893
15744,-0.43684218232266625,0.6623116976711803,-0.0712247469848165,UBE2D1,0.9102894148800083,-0.04459372064546829,-0.0361755082136179
5324,-0.43691690464845173,0.6622575210539163,-0.07123693005450059,FOXC1,0.9102894148800083,0.09888821782223736,0.11129862343704898
5577,-0.43715162821883546,0.662087348772116,-0.07127520045875291,GASK1A,0.9102894148800083,0.037625528695958164,0.04469512209030908
8454,0.436169587520655,0.6627994349167685,0.07111508405267508,MATCAP2,0.9102894148800083,-0.050318806453258466,-0.057852221529348304
12056,0.4360676825397391,0.6628733445873244,0.07109846899859851,RESF1,0.9102894148800083,-0.00011307834587476765,-0.008256474881215947
13767,-0.43635056498334307,0.6626681836403485,-0.0711445914457601,SOX11,0.9102894148800083,-0.02420800603747947,-0.012121283020186398
13995,-0.4354501936096158,0.6633212673936906,-0.07099779077979619,SRRM4,0.910628598152864,-0.039521010920322744,-0.03167007325656406
5150,0.43538439246213423,0.6633690062653295,0.07098706225981728,FEM1B,0.910628598152864,-0.15345098584289749,-0.16276264474567612
2681,-0.4354030696657859,0.6633554557754678,-0.0709901074765072,CFAP157,0.910628598152864,0.03749329967006941,0.045586828328091245
16182,0.43508270059698906,0.6635879018723772,0.07093787303855642,WDR24,0.9107829137781415,-0.4117698169039512,-0.4347043117407244
10103,-0.43509593254046514,0.6635783006978957,-0.0709400304351274,OSBPL5,0.9107829137781415,0.02942518254232593,0.03637909234532501
12052,0.43469798533007753,0.663867077666799,0.07087514730222465,RER1,0.9110213183918567,-0.22642420921363182,-0.24192397604305427
15901,-0.4346965630709247,0.6638681098423386,-0.0708749154105887,UQCC3,0.9110213183918567,-0.34292199047511845,-0.3308577780771462
11192,-0.4341349090379105,0.6642757686926621,-0.07078334076873123,PPP1R1A,0.9110515693022192,-0.024108221491333157,-0.014829217958037213
12686,0.4344427723221279,0.6640523035188045,0.0708335362063781,SCARA3,0.9110515693022192,0.06980200966727687,0.06229231893090117
9750,0.43450915045853455,0.6640041263048104,0.0708443588012698,NPBWR1,0.9110515693022192,0.02127790007565069,0.012829003973387319
9586,0.43396429472873116,0.6643996234087794,0.07075552303158258,NIBAN1,0.9110515693022192,-0.09866497642113273,-0.10652075886553282
6539,0.4340148963335789,0.664362889029431,0.07076377334862649,HNRNPU,0.9110515693022192,-1.0459360792976216,-1.0693517576302867
7087,-0.43408264763596777,0.6643137060423989,-0.07077481983077909,IQUB,0.9110515693022192,0.09816560844988667,0.10520969280571126
3005,0.4341881943919966,0.6642370889272767,0.07079202865652309,CLTRN,0.9110515693022192,0.030251828075741817,0.022403246654761087
827,-0.43379993992729576,0.6645189428143796,-0.07072872587319981,APOL3,0.9110515693022192,0.043432782911956486,0.05189412268362225
958,-0.43385855523398764,0.6644763879024181,-0.07073828278083717,ARL14EP,0.9110515693022192,0.013650295748566039,0.02346886526743408
11278,-0.43378577503770704,0.6645292267348507,-0.07072641636482849,PRDX1,0.9110515693022192,-0.1578642977386145,-0.14005182298164448
14215,-0.43381338279380216,0.6645091831518883,-0.07073091765962616,SULF2,0.9110515693022192,-0.11443002575355518,-0.10716240511732525
2833,-0.4338668609036044,0.6644703580456339,-0.07073963697519144,CHST13,0.9110515693022192,0.05861424445964842,0.066691802631306
16947,-0.4336803947140879,0.6646057364018753,-0.07070923467498562,ZNF701,0.9110834468007758,-0.07906419105948456,-0.0716261149791537
15650,-0.4335823037907285,0.6646769568631763,-0.07069324148229385,TUBB1,0.9111050052589696,-0.09375891248048045,-0.08510179314892856
14970,-0.43351203156985424,0.6647279809807214,-0.07068178397806378,TMEM175,0.9111050052589696,0.1075585357409228,0.11406216176494119
12274,-0.43314847979280857,0.6649919779583773,-0.0706225088338955,RNF144B,0.9112478185624768,0.06845462236089146,0.07527494481387624
289,-0.4332458448368072,0.6649212712188497,-0.07063838367589703,ADAT1,0.9112478185624768,-0.02529718361739536,-0.01575500521800684
9797,0.43315014450951184,0.6649907690118486,0.07062278025691919,NR1H3,0.9112478185624768,0.0010894454089916826,-0.0062927936591820775
13407,-0.4330606144227159,0.6650557885725469,-0.07060818286216745,SLC39A8,0.9112622647265165,-0.04183538592073977,-0.032869182453259184
13038,0.43291682171307866,0.6651602206336742,0.07058473824125717,SHBG,0.9113323637978749,-0.0863160966682478,-0.09471172839908171
11310,-0.432415937725644,0.6655240474975477,-0.07050307182551843,PRKACB,0.9114106923024502,0.015497570386954767,0.02517011152734751
4190,-0.43250522595609237,0.6654591854694274,-0.0705176297869053,DRD3,0.9114106923024502,-0.030504314224290407,-0.02255832981007372
11255,-0.4321046992207495,0.6657501613965873,-0.07045232607645827,PRAM1,0.9114106923024502,-0.08159738281126892,-0.07236102397625407
13944,-0.43215096603650577,0.6657165467587391,-0.07045986962966669,SPTBN4,0.9114106923024502,0.03125902746578177,0.03917172519524775
14805,0.4327143960302609,0.6653072469797929,0.07055173383228443,TINF2,0.9114106923024502,-1.2474885066165142,-1.2802047683999744
16814,0.4326593777648867,0.6653472102165403,0.07054276340271194,ZNF518B,0.9114106923024502,-0.04023530756223693,-0.048278570871872206
11306,0.4324263615531511,0.6655164751430794,0.07050477137402096,PRKAA2,0.9114106923024502,-0.09636824203918297,-0.1058769251667438
2123,0.4323846414800661,0.6655467827552166,0.07049796914252889,CBX6,0.9114106923024502,-0.05503183762066289,-0.06163779158356876
5998,0.4322761870850213,0.6656255721793334,0.07048028624202375,GPR32,0.9114106923024502,0.03276855248966376,0.026271663944666058
15216,0.43223227015304505,0.6656574777911342,0.07047312582461229,TNNI1,0.9114106923024502,-0.12434689780214488,-0.13253405773549207
7606,0.43170525610779853,0.6660404002867235,0.07038719904476116,KLRD1,0.9114119041268771,0.030361227560667673,0.022905158386222504
6136,-0.4317071321446997,0.6660390370246534,-0.0703875049223962,GSTM2,0.9114119041268771,-0.09251396129194162,-0.08210802131051056
73,-0.43176499441166916,0.6659969907216883,-0.07039693905099377,ABHD1,0.9114119041268771,-0.0022258642084167553,0.005053922901482221
12300,-0.4318006986521014,0.6659710463361088,-0.07040276043362113,RNF207,0.9114119041268771,-0.07591987324347399,-0.06327496816228903
4693,-0.43181817691619706,0.6659583459507485,-0.07040561016972337,ERI1,0.9114119041268771,-0.0777795102047311,-0.06771837328102441
4041,-0.4316635469994099,0.6660707093817863,-0.07038039860100331,DNAI3,0.9114119041268771,-0.2787227716569052,-0.2700757035584586
13217,-0.43108571352686653,0.6664906644745789,-0.07028618598934014,SLC1A5,0.9114126465321336,-0.017977010021051093,-0.005029336327243231
16507,-0.43095962199268467,0.6665823186068027,-0.07026562744901951,ZFAT,0.9114126465321336,-0.10919692264576068,-0.09594306333057567
8456,-0.43012729258080096,0.6671874519352718,-0.07012992065565483,MATN1,0.9114126465321336,-0.07598562137538446,-0.06594408022071484
2300,0.43112891005470133,0.6664592666829712,0.07029322894876612,CCND3,0.9114126465321336,-0.31478757076435987,-0.3384946610259908
6642,0.4309550472370601,0.6665856440249229,0.07026488155994318,HSD17B1,0.9114126465321336,0.029519371585963964,0.02067662947196036
2871,0.43095143915886536,0.6665882667638761,0.07026429328237539,CINP,0.9114126465321336,-0.9034565432948377,-0.9257412539450935
13555,0.4309222801895842,0.6666094627859127,0.07025953907068651,SLX4,0.9114126465321336,-0.3517596837848664,-0.3643093644790356
10872,0.4308082209515741,0.6666923764428772,0.07024094233095468,PLD1,0.9114126465321336,-0.012819776555258473,-0.020762822981403983
1517,0.4306807143364959,0.6667850702961151,0.07022015306937388,BNC2,0.9114126465321336,0.005590374614151421,-0.0040703270924492465
14244,0.43061537802975725,0.6668325699942728,0.07020950033915527,SURF1,0.9114126465321336,0.021254492735744528,0.009494321047319324
9419,0.4305495894401767,0.6668803998547868,0.07019877386667396,NDST2,0.9114126465321336,-0.10150945990140742,-0.11052887728666182
1038,0.4303820908321584,0.6670021814240281,0.07017146412769001,ASAH1,0.9114126465321336,0.04515403154946406,0.035677920482117285
3915,0.4303424611167157,0.6670309958977114,0.07016500271766665,DHTKD1,0.9114126465321336,0.03591540207269935,0.029204655713355825
16542,0.4302179714865601,0.6671215145878975,0.0701447053591036,ZFYVE26,0.9114126465321336,-0.16141455570821672,-0.17010277006902993
12642,0.4301831446313467,0.6671468387007519,0.07013902702937441,SAR1A,0.9114126465321336,-0.20268010546344226,-0.2152749472176229
1896,0.4300504230164144,0.6672433498081746,0.07011738749037039,CA12,0.9114126465321336,-0.05258617783911857,-0.06001337420446874
7770,-0.43035523540994214,0.6670217077496505,-0.07016708549684819,LAIR2,0.9114126465321336,-0.025409780860951237,-0.017144702847228712
5816,-0.4311375512175794,0.6664529858448808,-0.07029463784347581,GMEB2,0.9114126465321336,-0.07677820670229793,-0.06790076772268484
10839,0.431551884828527,0.6661518545223346,0.07036219269005711,PLAAT2,0.9114126465321336,-0.020516050751496373,-0.028159749501981732
6338,-0.4303595293584575,0.6670185856447886,-0.07016778560184937,HCRTR1,0.9114126465321336,-0.0841195387023746,-0.0734324513564307
8106,-0.43067523356050696,0.6667890547859081,-0.07021925945859431,LRRC3,0.9114126465321336,0.10432324690462202,0.11408596150234573
12121,-0.4300682829882363,0.6672303622607529,-0.0701202994618458,RGS20,0.9114126465321336,0.02753408459538213,0.03507678956915164
15704,0.4298251672669107,0.667407161531191,0.07008066076292853,TXNRD2,0.9115636177496275,-0.09638615430223366,-0.1042140450513623
16652,-0.42961150261481423,0.6675625585815492,-0.07004582390101134,ZNF227,0.9117030727809806,0.041924070669703946,0.049856026911280465
716,-0.4293691515911819,0.6677388363408112,-0.07000630988190279,ANO7,0.9118710204583904,-0.013659061539842435,-0.006151307964136578
10800,0.4292476346203992,0.6678272304964431,0.0699864971993172,PKDREJ,0.9119189361512333,0.021498785331918888,0.013852631109408193
8904,0.42915582013246,0.667894021463743,0.06997152734535703,MPZL2,0.9119373473685252,-0.02725690965200507,-0.034285456558449605
941,0.4288987985787481,0.6680810072477086,0.06992962137593933,ARID1B,0.9120470665538705,-0.15530388466270195,-0.16953144860560887
3142,0.42890887143282413,0.6680736787558724,0.06993126370012874,COL28A1,0.9120470665538705,0.06549547255820344,0.058331335652057524
1800,-0.4285013461979107,0.6683701984924962,-0.06986481892230918,C2CD6,0.9123690540704703,-0.039254994538164244,-0.032564477391194224
13120,0.4279852313907523,0.6687458035384075,0.06978066920407565,SIRT7,0.9125177044852466,-0.14488137786885824,-0.1577740102336404
5786,0.4280450195675112,0.6687022881496705,0.069790417341812,GLP2R,0.9125177044852466,-0.025445403818576313,-0.032130366606511286
3919,-0.4280494363413719,0.6686990735510817,-0.06979113747281915,DHX30,0.9125177044852466,-0.48694642697588847,-0.47247662673341945
14614,-0.4281433400018253,0.6686307304059022,-0.06980644795501934,TENM3,0.9125177044852466,0.006080573273849475,0.012590208330462484
3802,-0.4282310724221833,0.6685668811778207,-0.06982075225001469,DDX52,0.9125177044852466,-0.6096746584714895,-0.5949722953288269
13088,0.42743770716130813,0.6691443577135162,0.06969139835000457,SIGLEC15,0.9129159045701509,-0.012066453209373145,-0.020042984678213954
13266,0.42747459383122327,0.6691175042120843,0.0696974125213418,SLC25A24,0.9129159045701509,-0.05841952413254054,-0.06918586036756337
11055,0.42729630724908896,0.669247300796592,0.06966834386172706,POLR1G,0.9129269344471138,-0.4613898958203455,-0.4749326515691129
4080,-0.4272799994577367,0.6692591737242798,-0.0696656849648532,DNAJC4,0.9129269344471138,-0.18092459513863654,-0.17405186382416604
9340,0.4267981644244035,0.6696100122581039,0.06958712437769765,NASP,0.9130289866497786,-0.4708651048798582,-0.48511152710955047
5286,0.4270977177024997,0.6693918900395364,0.06963596491394677,FMO3,0.9130289866497786,0.053452142882058004,0.04762042228585745
1010,0.4266431006215208,0.6697229342237598,0.0695618420662045,ARPP21,0.9130289866497786,0.06985391540322873,0.06423382796460031
11023,-0.42659088528922545,0.669760960628285,-0.06955332863965837,POGK,0.9130289866497786,-0.06403364146029798,-0.057735928318402525
16829,-0.42676418349876666,0.6696347575154667,-0.06958158397219485,ZNF544,0.9130289866497786,0.0387985988569762,0.0463083472863747
600,0.4267230670000339,0.669664699450244,0.06957488015022516,AMN1,0.9130289866497786,0.14977033428272019,0.14159399090343391
10770,-0.4269581674638981,0.669493501236611,-0.06961321200491398,PIP5K1B,0.9130289866497786,0.088852604418952,0.09650989045915975
8268,-0.4266416877304212,0.6697239631664761,-0.06956161170197882,M6PR,0.9130289866497786,0.02558441374091443,0.03369653515876642
13443,0.42556448680335224,0.6705086188914218,0.06938597993703714,SLC4A8,0.9131811263393104,-0.056525373134117596,-0.06294084401412114
637,0.4253135258141056,0.6706914758743894,0.06934506210976342,ANK1,0.9131811263393104,-0.008498520767520052,-0.01595662080004515
10860,0.42584260120827994,0.6703060000225285,0.06943132498136982,PLCD1,0.9131811263393104,-0.0468061756663046,-0.05527741308851876
16084,0.4253809216810139,0.6706423674990847,0.06935605064008997,VPS26B,0.9131811263393104,-0.03367467307198345,-0.04160441807646076
754,0.4253812489458759,0.67064212903915,0.06935610399884957,AP1S2,0.9131811263393104,-0.16307750134353557,-0.17185324344719377
