,feature,corr,p-value,q-value
FBXO28,FBXO28,0.029243804545827576,0.3808765966237467,0.44993857885562805
ITIH1,ITIH1,0.02923345887873831,0.38104517910887026,0.45010991216574314
HAS1,HAS1,0.0291858970846151,0.38182078609831754,0.4509703612376013
PDZD11,PDZD11,0.029180760249695605,0.38190461209342863,0.4510414989290014
EIF2A,EIF2A,0.029166082937284152,0.3821441874968644,0.4512686812876113
IL36B,IL36B,0.029152646462687087,0.3823635895559858,0.4514998773389343
HDGFL1,HDGFL1,0.02914377837839366,0.3825084373221571,0.45159236623608123
NFE4,NFE4,0.029143511857256096,0.38251279109225167,0.45159236623608123
OR2K2,OR2K2,0.029111186150897424,0.383041074251471,0.4521322795057965
GOLGA6L1,GOLGA6L1,0.029108863865467825,0.38307904339554816,0.4521491765672061
UTP6,UTP6,0.029098701108551776,0.38324523057301063,0.4523173982713694
TARBP1,TARBP1,0.029069349743539696,0.38372544824544674,0.45277234217356266
ZDHHC16,ZDHHC16,0.02906152723437013,0.3838534943544095,0.45286751910779766
BTN1A1,BTN1A1,0.02901005171611529,0.38469674458733616,0.45383436849885395
SHISA2,SHISA2,0.029006871359101204,0.38474888092379467,0.45386786342004043
RBM39,RBM39,0.028999659983850977,0.38486711466331525,0.4539793209990293
TRIML1,TRIML1,0.028936594640007186,0.385902044116047,0.4551158423789634
CBLN3,CBLN3,0.028931092941949534,0.3859924097492547,0.4551943310726759
UBQLN3,UBQLN3,0.028899115793599044,0.38651789117151303,0.45575778728909205
TRIM42,TRIM42,0.028883374971100786,0.38677672058416906,0.4559931610294969
F8,F8,0.02888262396959407,0.38678907208643803,0.4559931610294969
SOSTDC1,SOSTDC1,0.02885102036756358,0.3873090650593287,0.45649357372111654
FAM24A,FAM24A,0.02884108984444205,0.38747254572803064,0.45662994522757744
PLCZ1,PLCZ1,0.028829293846697576,0.38766679123215864,0.45683069566627904
SLX4IP,SLX4IP,0.02881525941441485,0.3878979743668619,0.4570749463705194
CR1L,CR1L,0.02881232048799422,0.38794639664975883,0.45710382617026074
PZP,PZP,0.028808932937959983,0.388002215098211,0.45713358743590865
KRT2,KRT2,0.028805890472481104,0.3880523515704882,0.45713358743590865
TSPYL1,TSPYL1,0.028804982492105613,0.3880673148481554,0.45713358743590865
PRKACG,PRKACG,0.028791767102193035,0.3882851407214587,0.457333813845011
OR52K2,OR52K2,0.028786747283357308,0.3883679005857428,0.4574031065740279
OR51D1,OR51D1,0.028779069405786194,0.3884945036111238,0.45751065673693614
GPR179,GPR179,0.028770421034728086,0.38863713946541484,0.4576356139272719
YKT6,YKT6,0.028738574225790344,0.38916265690457835,0.45822620344530096
ECHDC3,ECHDC3,0.0287323038146313,0.38926617841241945,0.45831986451206636
SOX1,SOX1,0.028705718121237223,0.389705281360339,0.45878749076060893
FEZ1,FEZ1,0.028705350718032225,0.38971135168611076,0.45878749076060893
MMD,MMD,0.028677755015798067,0.3901674587216795,0.4592961555280764
STX16,STX16,0.02867502803022813,0.39021254844086656,0.45932094731493095
NKX1-1,NKX1-1,0.028668517381577996,0.3903202124451625,0.4593628162103979
RTN4RL1,RTN4RL1,0.028652423999238525,0.3905864196299663,0.45959122260552826
OR2G2,OR2G2,0.02864319025702662,0.39073920842515575,0.4597427039915581
CALM1,CALM1,0.028633065366078667,0.3909067845282345,0.45991156436617237
HORMAD2,HORMAD2,0.02861687705133564,0.39117480630005397,0.46019857351215726
GAS2L3,GAS2L3,0.028615049554882623,0.39120507023407947,0.46020585374634926
SYAP1,SYAP1,0.02858145438385582,0.39176166998954615,0.4607755551224572
NOTCH2,NOTCH2,0.028575769620111033,0.39185590173695317,0.4608580300068824
MFSD1,MFSD1,0.028573506645552388,0.39189341706264835,0.4608737951982603
GOLGA8G,GOLGA8G,0.02856686953910475,0.3920034587775862,0.4609748455572784
TNP1,TNP1,0.02855377206943173,0.3922206667380589,0.46120189743467
MOBP,MOBP,0.028548847257575234,0.39230235848678585,0.4612412094030577
KCNJ5,KCNJ5,0.028482625606970093,0.39340182961526565,0.462476997115363
GFAP,GFAP,0.028478339590132132,0.39347305404521943,0.46253228141408087
GSG1L2,GSG1L2,0.028462186525906274,0.39374155346906153,0.4627909853385668
DIO1,DIO1,0.02844524906255962,0.39402321024241405,0.4630650884588838
LGALS14,LGALS14,0.02843020608226961,0.3942734652967258,0.4632197128739683
CD300H,CD300H,0.02843005692961124,0.3942759470813217,0.4632197128739683
CACNB3,CACNB3,0.028387154468557704,0.39499020246905536,0.46400182646238897
GJA10,GJA10,0.028341689771831352,0.3957479666303089,0.46486341683391846
GPR42,GPR42,0.028337761622052995,0.395813478575614,0.46491180060051995
NLRP12,NLRP12,0.02833060738209638,0.3959328106277547,0.4650233901781586
MRC1,MRC1,0.02831661411257456,0.3961662797546513,0.46524042744425625
TAS2R8,TAS2R8,0.028310579672217347,0.3962669862997019,0.46530151994095476
FCGBP,FCGBP,0.028292634869117185,0.396566551643148,0.4656246704335857
IL13,IL13,0.02828888050998225,0.39662924308312486,0.46566967517559926
OR8B3,OR8B3,0.028286623620573798,0.39666693218796606,0.4656853217524242
COL8A2,COL8A2,0.02828204074571605,0.39674347091146844,0.46574657289643917
STXBP6,STXBP6,0.028266642502460186,0.3970007025703842,0.46601992321498986
PRSS58,PRSS58,0.028155798637493772,0.3988553403581588,0.46808201319659903
SCT,SCT,0.02814713839174027,0.39900046243584053,0.4682233773954531
KCNK10,KCNK10,0.028132150399732964,0.3992516952287428,0.4684321233916903
OR2AT4,OR2AT4,0.02808671034433121,0.40001395437170223,0.46918247148647535
MTRNR2L7,MTRNR2L7,0.02807627615383353,0.4001891116672244,0.46935911581292145
SNX19,SNX19,0.028070505634085464,0.4002860003374577,0.4694439472636667
CDH8,CDH8,0.028061896029098518,0.40043058422138383,0.4695847004534817
STRA8,STRA8,0.028051732540642624,0.4006013032913131,0.46975608321044415
TESK2,TESK2,0.028007046719088165,0.4013524218257026,0.47060799553418625
MRPL58,MRPL58,0.027990648123632014,0.401628275387969,0.47087368032636334
DDO,DDO,0.02795879763782582,0.40216438171712016,0.4714733000013954
HIST1H4F,HIST1H4F,0.027934682267087306,0.4025705757315323,0.47192055409715694
SRCIN1,SRCIN1,0.027931020932959662,0.4026322679030364,0.47196392966005646
GPR141,GPR141,0.027926479422469147,0.40270879859268455,0.472002482925862
EFCAB3,EFCAB3,0.027926138542457214,0.4027145432402764,0.472002482925862
KRTAP4-8,KRTAP4-8,0.027923613716143332,0.4027570941594089,0.47202341231496636
PTPRO,PTPRO,0.027920668424936033,0.4028067345763458,0.47205264738071545
KSR2,KSR2,0.02791393244324277,0.4029202776663291,0.47215676235850174
GRPR,GRPR,0.02789063376707425,0.4033131525595411,0.4725881757601685
RNF17,RNF17,0.027864208060114776,0.40375903428923593,0.4730236541087733
OR51G1,OR51G1,0.027837291513566998,0.404213500722666,0.47349804303920584
SLC24A1,SLC24A1,0.027811532674417817,0.40464870612969644,0.4739787988031832
MYF5,MYF5,0.02777345653700548,0.40529252918484465,0.4746747561649596
GLCE,GLCE,0.02772434718178902,0.40612381296835864,0.47559006830179346
IGSF5,IGSF5,0.027697299370986708,0.40658209033243203,0.4760975653457754
CAPNS1,CAPNS1,0.02768408934736786,0.40680602277768946,0.4763014287269101
TTC27,TTC27,0.027681572470198024,0.4068486964712224,0.4763222167604224
CDC20,CDC20,0.02767694240851221,0.40692720620607437,0.4763849550850754
OR4N5,OR4N5,0.02767042683292368,0.407037702976411,0.47648513028318307
HS3ST2,HS3ST2,0.0276642650464789,0.4071422163201702,0.47657828934231805
ZMYND11,ZMYND11,0.02763433009928846,0.40765018623168114,0.47714367214613834
WWC3,WWC3,0.02761485782372819,0.4079808160929952,0.47747219124579704
ATG16L1,ATG16L1,0.02761111337038904,0.4080444133883093,0.47749435846790034
IDI2,IDI2,0.0276108011066105,0.4080497172677558,0.47749435846790034
UBALD2,UBALD2,0.027582699412285576,0.4085271995430486,0.47799457790692135
TPM2,TPM2,0.02757812531324159,0.40860495051849993,0.47805628774397885
CCZ1B,CCZ1B,0.027576259221327913,0.40863667305432144,0.4780641413448409
SLC25A18,SLC25A18,0.027542195384396333,0.4092159967484384,0.4787073125637555
NXF2,NXF2,0.027540661358690665,0.4092420973988417,0.4787073125637555
ODF4,ODF4,0.027539198034105674,0.40926699602788275,0.4787073125637555
UBE2Q2,UBE2Q2,0.027538045151228135,0.40928661309073794,0.4787073125637555
POLM,POLM,0.027528169000902155,0.4094546851876077,0.4788745905140187
RBMXL2,RBMXL2,0.027491924106827194,0.41007185106599053,0.47944971760513844
FAM149A,FAM149A,0.027474575132782855,0.41036745881274317,0.47973665067614124
ADAM30,ADAM30,0.027470038497635553,0.410444779011422,0.4797976975784817
SPACA7,SPACA7,0.027467492060863838,0.41048818302507334,0.47981622357091935
DAO,DAO,0.027464862247585847,0.41053301104865614,0.47981622357091935
ZMYM1,ZMYM1,0.027464690908652792,0.41053593180760584,0.47981622357091935
ISM1,ISM1,0.027439265370738937,0.41096948926097665,0.48026421637363625
SCYGR5,SCYGR5,0.027424885815280818,0.4112148102223376,0.48050567171832687
VSIG10L,VSIG10L,0.02742420768335955,0.4112263815663149,0.48050567171832687
ARRB1,ARRB1,0.02739363773312893,0.4117482141035019,0.48105660488897006
NPVF,NPVF,0.027377719977765398,0.41202008720556677,0.4813448213503489
SLC17A9,SLC17A9,0.027344365321152444,0.4125901248032748,0.4818929631928753
OR10AG1,OR10AG1,0.027328255309924637,0.41286561508088676,0.48218061173954935
ULBP1,ULBP1,0.027327013454393926,0.4128868560268346,0.48218061173954935
RBP3,RBP3,0.027274569574978137,0.41378445653882173,0.4831107920070595
OR52K1,OR52K1,0.02724657199413576,0.41426411939322605,0.48361174069876117
GTF2IRD2B,GTF2IRD2B,0.027214904963345513,0.41480704389525874,0.48421597826307605
LCAT,LCAT,0.027203310692570325,0.4150059301745803,0.4844185610214401
MSRB2,MSRB2,0.0271982319950724,0.4150930670630571,0.4844906867503411
MFSD5,MFSD5,0.027167423728514672,0.4156218859555503,0.485078297108337
IL17RA,IL17RA,0.02714476082480563,0.4160111444718414,0.48550296273150056
EXOC8,EXOC8,0.027134613433474362,0.41618550589800185,0.4856471488456325
PLEKHB1,PLEKHB1,0.027099367130277312,0.41679147341343575,0.48632456441813116
CCNG2,CCNG2,0.027092733986058652,0.4169055709451873,0.486428003944165
PCK2,PCK2,0.027065786567146,0.41736928588549416,0.4869096063290339
RTL8C,RTL8C,0.02705648796055482,0.41752936800868595,0.4870666342906159
ANKH,ANKH,0.02705439351606187,0.41756543034348353,0.48707711142646914
MOB1A,MOB1A,0.0270367966516534,0.4178684871092296,0.4873730020802321
PRDM16,PRDM16,0.02701891342322343,0.4181766081778538,0.4876339661954301
SLC12A3,SLC12A3,0.02701788815740588,0.41819427715624824,0.4876339661954301
ANP32D,ANP32D,0.026991409037541055,0.4186507586307052,0.48806724513707594
LSM5,LSM5,0.026990087704838583,0.41867354514710914,0.48806724513707594
TMEM212,TMEM212,0.026988929293595858,0.4186935226658525,0.48806724513707594
OPN1LW,OPN1LW,0.026983846564246083,0.41878118409825527,0.4881396630305598
LOXL2,LOXL2,0.02697644583663302,0.4189088431410515,0.48824884722990636
HSD3B2,HSD3B2,0.026972086027133683,0.4189840584858454,0.4882868112399058
HAUS4,HAUS4,0.026959641048330478,0.4191988026367197,0.4884775123385087
RFX6,RFX6,0.026950997948088865,0.4193479815475009,0.488621193155405
FOXI3,FOXI3,0.02693043424343034,0.41970303397279757,0.4889163539752025
PUDP,PUDP,0.026926380998680395,0.4197730380049502,0.4889678014298978
RAB40B,RAB40B,0.02689165802879564,0.42037302290127276,0.4896070151570697
DCDC1,DCDC1,0.026871807574614437,0.4207162485140806,0.4899411294727539
PABPC3,PABPC3,0.02686913820364094,0.42076241597827513,0.4899411294727539
HCFC1R1,HCFC1R1,0.026847983964812028,0.4211283890243528,0.49030753783655157
BIRC8,BIRC8,0.026798287598400326,0.4219888805330896,0.49124954027953766
C17orf100,C17orf100,0.026788850325239012,0.42215240289516115,0.49140997389568264
RBMY1D,RBMY1D,0.026778429724195613,0.42233300673116797,0.49159027059227106
OR6B2,OR6B2,0.026756278527981934,0.4227170685985384,0.4919773968741514
FSHB,FSHB,0.026749048033152124,0.42284247656162444,0.4920835130595621
PRM3,PRM3,0.026748053230262483,0.4228597324361165,0.4920835130595621
PRSS38,PRSS38,0.02673469502540332,0.42309148405389446,0.4923232311249889
RGSL1,RGSL1,0.026732926890845558,0.42312216499906447,0.4923289617699731
EMC6,EMC6,0.0266571472945846,0.4244383260371611,0.493800280109576
BASP1,BASP1,0.02662823302321721,0.42494114615652984,0.49432509790543255
NANOG,NANOG,0.026618067987848913,0.42511799895552715,0.4943803948430311
OR5AP2,OR5AP2,0.026587918022687045,0.42564280490550666,0.49496059227209876
DRD4,DRD4,0.026528620054208505,0.4266760768883526,0.49610177674701095
TDRD9,TDRD9,0.02652261168838189,0.42678085455277165,0.49611243435954405
POLR2J3,POLR2J3,0.026522141225693893,0.42678905940927764,0.49611243435954405
FBXW12,FBXW12,0.026513057256046652,0.4269475015904675,0.49626643313480007
GRIN1,GRIN1,0.026493522048724953,0.42728834969383606,0.4965415471011432
WDR89,WDR89,0.02649083953446857,0.42733516625629436,0.4965415471011432
IGF2R,IGF2R,0.02649055990660183,0.4273400466314887,0.4965415471011432
GRID1,GRID1,0.026466457646936493,0.42776082775235963,0.4969823865586931
ADIG,ADIG,0.02646584956693451,0.42777144682449264,0.4969823865586931
LRRC72,LRRC72,0.02644342451122064,0.4281631688945061,0.4974072549786365
CCDC152,CCDC152,0.02644089678259955,0.42820733645917314,0.49742833402717074
ACTL9,ACTL9,0.026388880414249864,0.42911681756802966,0.4984242551991789
PTH1R,PTH1R,0.02631137830587848,0.4304739819215735,0.4997576777668313
LHX3,LHX3,0.02628841657444826,0.4308765492411631,0.5001946580070954
LILRB5,LILRB5,0.026274092135482263,0.4311277970971247,0.500439181851905
SPATA31D3,SPATA31D3,0.026273422337096904,0.4311395473051096,0.500439181851905
TMEM107,TMEM107,0.02624103240774961,0.43170798191695636,0.5010685575531375
HAPLN3,HAPLN3,0.026218166456794475,0.4321095342158001,0.5015041740458421
FAM98C,FAM98C,0.026208254658739622,0.43228366382894834,0.5016453517539065
PPP1CB,PPP1CB,0.02619538166945301,0.43250987594269896,0.5018773920138827
SERP1,SERP1,0.026180684077769106,0.43276823473162346,0.5021467043155872
LRRC75A,LRRC75A,0.02617531189759815,0.4328626908172125,0.5022258169936885
MYO3A,MYO3A,0.026124794878343148,0.4337514861771076,0.503168135917161
HEXIM2,HEXIM2,0.026124661492833715,0.43375383435223536,0.503168135917161
PRDM1,PRDM1,0.02610755809751061,0.43405499056133867,0.5034869315237569
FAM209A,FAM209A,0.026049996227966114,0.43506942442817953,0.5044493538726588
SLC2A7,SLC2A7,0.026040677123884703,0.43523378679928226,0.5046093185338922
VCY1B,VCY1B,0.02602053917684649,0.4355890847970043,0.504990620808754
FOXB2,FOXB2,0.026000775065124576,0.43593794948625336,0.5053337722516514
COG6,COG6,0.02599902582705961,0.43596883377187784,0.5053389277514672
ARHGEF12,ARHGEF12,0.025971747748516544,0.43645061437251004,0.5058360209622584
KRTAP8-1,KRTAP8-1,0.025941503167581835,0.4369851466842216,0.5064248259287557
DYNLRB1,DYNLRB1,0.025909957113170783,0.4375430815732685,0.5070406792526843
STAM2,STAM2,0.025893086457392626,0.4378416299504291,0.5073558897006821
TRAF3IP1,TRAF3IP1,0.025878302683175737,0.43810334437088916,0.5076283825937774
GPR68,GPR68,0.025869806530016165,0.43825379082809457,0.5077719245774656
TSR3,TSR3,0.0258570092769633,0.4384804553943908,0.5079729639311382
COL22A1,COL22A1,0.025853149663584547,0.4385488299538813,0.5080090873951033
SCYGR10,SCYGR10,0.02584042874870253,0.4387742292389048,0.5082208926802196
CDC37L1,CDC37L1,0.02580308309511126,0.4394363330190342,0.5089261136418562
FITM2,FITM2,0.02580136776706774,0.43946675794275913,0.5089305148476821
OBP2A,OBP2A,0.0257662809475889,0.44008936080827527,0.5095897826417605
GLYATL3,GLYATL3,0.025760355713355342,0.44019455177345707,0.5096807109546084
CLDN25,CLDN25,0.025729478101570745,0.44074295644819195,0.5102847736224827
OPN1MW2,OPN1MW2,0.025717012499999276,0.44096446365082875,0.5105103096532972
DMRTA2,DMRTA2,0.02570205448124847,0.4412303438454511,0.5107562540183975
PLXDC2,PLXDC2,0.025674452961948327,0.44172120406897974,0.5112934973827388
FAM222B,FAM222B,0.025666523955075432,0.44186226972382764,0.5113638848320498
IBTK,IBTK,0.025651217155129198,0.44213466715184496,0.5116481512657414
USP17L7,USP17L7,0.025625103983368057,0.44259959445587493,0.5121241675559352
MAGEB2,MAGEB2,0.02562168393418148,0.44266050677811464,0.5121620544860047
GUCA1C,GUCA1C,0.025620256831598867,0.44268592541029406,0.5121620544860047
TEX12,TEX12,0.025618038315511817,0.44272544184472207,0.5121767730352758
AQP9,AQP9,0.025582134271219206,0.44336524828833457,0.5128859066225802
BOLA2B,BOLA2B,0.025578912106977086,0.443422692709294,0.5129213174667567
LYPLAL1,LYPLAL1,0.02556691252317496,0.44363665742556174,0.5131377651391512
IL17A,IL17A,0.025538674890663426,0.44414039519140897,0.5136863142101251
ZBTB8A,ZBTB8A,0.02553731537709863,0.44416465609547207,0.5136863142101251
FLNC,FLNC,0.02552536248496095,0.4443779913427663,0.5138708593174215
NANOGNB,NANOGNB,0.02552084109383434,0.44445870435756335,0.5139331034900988
DCAF4L2,DCAF4L2,0.02549509372582792,0.4449184892445432,0.5144336391186453
C9orf24,C9orf24,0.02548987939195031,0.4450116374314459,0.5145102189259111
SST,SST,0.025466329798561123,0.4454324625927171,0.5149656176641942
F9,F9,0.025457709554614898,0.44558656072250885,0.5150318328856924
HAO2,HAO2,0.025457096974706987,0.4455975125432164,0.5150318328856924
PGA5,PGA5,0.025445015297706867,0.4458135423641594,0.5152503695683479
SLC7A4,SLC7A4,0.025416885155925734,0.44631676199521486,0.5157384176966832
IFNA10,IFNA10,0.025407370399571524,0.4464870443498114,0.515903998836163
CLOCK,CLOCK,0.025374386203465896,0.4470776370119161,0.5164303258087247
CT45A2,CT45A2,0.02537035614995019,0.4471498268172252,0.5164825028467738
ZNF695,ZNF695,0.025348212139726142,0.4475466075605608,0.5168783398900442
OR51E1,OR51E1,0.025338756320488612,0.4477160996536352,0.5170428494972955
BTG2,BTG2,0.025337055765438845,0.44774658534285244,0.517046818028673
STOML1,STOML1,0.025324692055267377,0.4479682638085659,0.5172715574906812
ZAN,ZAN,0.025321349736315456,0.448028201502272,0.5172782720292298
ALG10,ALG10,0.025310097440138967,0.4482300219815792,0.5174800308134255
ACADL,ACADL,0.025295804285978548,0.44848645741203375,0.517666934698983
ISL1,ISL1,0.025199757015602578,0.45021181008361166,0.5195169785540741
DEFB105A,DEFB105A,0.025188643051254626,0.45041169871828257,0.5197162634914868
BMP8B,BMP8B,0.02518335278020091,0.4505068637675464,0.5197946943270749
TDRD6,TDRD6,0.025149180258850864,0.45112185651454223,0.5204414440989483
NOS3,NOS3,0.0251239085054527,0.4515769697096348,0.5209327448811685
PRAMEF9,PRAMEF9,0.025122506583259065,0.45160222419177837,0.5209327448811685
GALP,GALP,0.025101978527043694,0.451972111663096,0.5213022167720819
CYP2C8,CYP2C8,0.025101703571289664,0.45197706714955344,0.5213022167720819
LRRC69,LRRC69,0.025093695410097344,0.45212141049382987,0.5214372367316011
ALG8,ALG8,0.02508536632423711,0.45227156594724244,0.5215589108600447
COL8A1,COL8A1,0.025084504387943456,0.4522871064057965,0.5215589108600447
MPIG6B,MPIG6B,0.025071920617257867,0.4525140224018611,0.5217326460107109
SPACA5B,SPACA5B,0.02506745805712639,0.4525945086366102,0.5217819938950335
C16orf71,C16orf71,0.02506082366651744,0.45271418068436886,0.5218689882874027
SLC35E4,SLC35E4,0.025042436890388445,0.45304593710363117,0.5221569543404226
LACRT,LACRT,0.02502923505469823,0.4532842250566422,0.5224000941732615
AQP8,AQP8,0.024973712211353853,0.4542871632805537,0.523492833741728
COL13A1,COL13A1,0.02497095822831532,0.45433694240583344,0.5235186360894272
DEUP1,DEUP1,0.02496677848137845,0.4544124985341592,0.523574135592553
C6,C6,0.024906161073039636,0.4555090570816258,0.5247110778664141
RBMY1F,RBMY1F,0.02489799321992426,0.45565692573243094,0.5248497821859245
ZMAT2,ZMAT2,0.024884776090804715,0.4558962622547829,0.5250621831053911
WDR87,WDR87,0.024878544113754154,0.456009135736412,0.525160539197585
OR8J2,OR8J2,0.02487397697484385,0.45609186565615273,0.5252241708547116
TNXB,TNXB,0.024787610529941825,0.45765790749725327,0.5269323516329355
CLINT1,CLINT1,0.024778411968931987,0.457824878015897,0.527075547493386
FAM149B1,FAM149B1,0.024764080658082707,0.4580850852217141,0.5273289011751319
MRPL33,MRPL33,0.024752775642860967,0.4582904037561197,0.5274699583211843
RPL22L1,RPL22L1,0.024711247998844797,0.45904505936722323,0.5282749132934661
PPP1R3C,PPP1R3C,0.024698155039723876,0.45928313348481065,0.5285170728169378
DECR1,DECR1,0.024668772053655152,0.4598176664564505,0.5290883732808657
TEX51,TEX51,0.024667822086754467,0.4598349539793367,0.5290883732808657
NAT8,NAT8,0.024645905919345956,0.4602338858090069,0.529483642927425
TRAPPC6B,TRAPPC6B,0.024607772512805718,0.4609284745726512,0.530218919868582
DTD1,DTD1,0.02460356166836876,0.46100520971198106,0.5302752788328631
METTL23,METTL23,0.024551587719842435,0.46195292910456487,0.5312439242882486
SLC5A5,SLC5A5,0.024551351289107126,0.46195724278224837,0.5312439242882486
MUL1,MUL1,0.02452899017714912,0.4623653226183652,0.5316797895596493
RFT1,RFT1,0.024524093510748652,0.4624547112829366,0.5317186048826065
AKAP3,AKAP3,0.024513068827939306,0.4626560021376608,0.5319180488909772
TOMM7,TOMM7,0.02449957425668153,0.46290245509828953,0.5321693888978051
GLG1,GLG1,0.024472757283529253,0.46339243350994863,0.5327006474947479
NMT1,NMT1,0.02445650733467178,0.46368947998226706,0.5330100673438593
CLDN22,CLDN22,0.024453372863137205,0.4637467898014538,0.5330177490154341
EDA,EDA,0.024447457969544256,0.46385494682403683,0.5331040950301505
SLC35D3,SLC35D3,0.024432713852693806,0.46412461199999044,0.5333178213633795
SOX4,SOX4,0.0243755118145485,0.4651716432639994,0.5344888170829134
DDOST,DDOST,0.024344517369507712,0.4657395155447211,0.5350769827886371
DNAJB9,DNAJB9,0.024323553969616656,0.46612381945322146,0.5353897854133114
C4B,C4B,0.024270847168589738,0.46709082387133877,0.5364682508141946
SCARA5,SCARA5,0.02424223260353968,0.4676162761796749,0.5370072165319606
ZNF658,ZNF658,0.02422915153427503,0.4678565941332502,0.5372509189509238
LPGAT1,LPGAT1,0.02421405039870589,0.4681341085230965,0.537537303082777
OR2B6,OR2B6,0.02421250630927463,0.46816248946656985,0.5375376012826456
SELENOF,SELENOF,0.024194743767445508,0.46848904006118064,0.5378802330932468
OR51S1,OR51S1,0.024191716354912893,0.4685447092523586,0.5379118388804105
PRORY,PRORY,0.024161545175455247,0.46909970786301664,0.5384196538850464
CSNK1D,CSNK1D,0.02414626906059396,0.4693808502528817,0.5387099941509357
ZNF716,ZNF716,0.024122403791316326,0.4698202539738306,0.539181925715044
UNC119,UNC119,0.024107892335325766,0.4700875476111611,0.5394239087878103
SMIM33,SMIM33,0.02407252595065597,0.47073932956036957,0.5401394011973386
C1orf198,C1orf198,0.024030170698250496,0.4715205671608598,0.5408801310074225
TGFBR3,TGFBR3,0.024029856407098128,0.47152636689027927,0.5408801310074225
MPST,MPST,0.02402434699798182,0.47162804040633544,0.5409642959716233
FAF2,FAF2,0.023996386349787225,0.47214422679725354,0.5415238746687568
SMARCA1,SMARCA1,0.023987789565453298,0.4723029959641143,0.541608480883919
SIVA1,SIVA1,0.02394659652104894,0.4730641743416596,0.5423750193895417
OR13C2,OR13C2,0.023946561725051514,0.47306481759809027,0.5423750193895417
FUK,FUK,0.023905518616939396,0.47382389574597517,0.5431896225971161
CFAP100,CFAP100,0.02390229738362471,0.4738834996247015,0.5432253730330536
OR5A2,OR5A2,0.02388706817839685,0.4741653479251354,0.5435158686488945
RGL2,RGL2,0.02386234860153833,0.47462303111583226,0.5439752512159213
FRAT2,FRAT2,0.023860283848600214,0.4746612709923382,0.5439864617194402
TMEM60,TMEM60,0.02385873797847704,0.4746899021008808,0.5439866593919866
PNMA6F,PNMA6F,0.023855527419850135,0.4747493679817172,0.5440221910539251
IQCF1,IQCF1,0.023840529416598068,0.47502721468266335,0.5443079492062769
PPM1A,PPM1A,0.023827508933719505,0.47526849890983075,0.5444865062428178
FAXDC2,FAXDC2,0.0238195719323034,0.4754156134231621,0.5446224050451722
GAGE12J,GAGE12J,0.023786332871004186,0.4760319794440242,0.5452304683966998
SIGLECL1,SIGLECL1,0.023782770727075023,0.47609805972403807,0.5452734818229471
SNN,SNN,0.023775538811628895,0.4762322322896268,0.5453617972811057
GP2,GP2,0.02376676734648128,0.4763949956308185,0.5454828286499998
C1orf105,C1orf105,0.023748957139358626,0.47672557549586886,0.5458239249940423
OR4C11,OR4C11,0.023736465998503983,0.4769575016011086,0.5459960859447354
FBXL16,FBXL16,0.023711615558743904,0.47741908919943454,0.5464917593896157
CST8,CST8,0.023707398757396126,0.4774974389114406,0.5465487152570172
C12orf40,C12orf40,0.02369845863647158,0.4776635728548841,0.5467061370649129
FMO1,FMO1,0.02368765834114719,0.4778643164423973,0.5468259191252237
ITGA1,ITGA1,0.023680861353849673,0.477990674709039,0.5469167812201173
CRYAB,CRYAB,0.023675504124257955,0.4780902802486892,0.5469980072397016
OR10G6,OR10G6,0.023670742473773723,0.4781788218527975,0.5470338248678092
TLR1,TLR1,0.023609049663503773,0.47932679158241354,0.5482631929067683
KIF2B,KIF2B,0.023601369953719906,0.4794697993878442,0.5483794181355017
KLK4,KLK4,0.02359893057858086,0.4795152291039199,0.5483985643365699
OR51L1,OR51L1,0.02359092773913908,0.4796642864903245,0.548536215151813
MAGEA9B,MAGEA9B,0.023583267020890017,0.4798069953129506,0.5486665898185602
ACSM4,ACSM4,0.023548394081943407,0.4804569230760037,0.5493445415988722
WDR53,WDR53,0.02354753110604072,0.4804730124482129,0.5493445415988722
OR2G3,OR2G3,0.023546830300407842,0.4804860785242765,0.5493445415988722
RLBP1,RLBP1,0.02353137719681917,0.48077424094815774,0.549608254035287
ANGPTL8,ANGPTL8,0.02352133462617344,0.4809615605944399,0.5497566364146815
CDY1,CDY1,0.02349598663176731,0.48143454198791136,0.5502230460272841
TCP11X1,TCP11X1,0.02347247295877576,0.481873521676542,0.5506673262896575
BLOC1S3,BLOC1S3,0.023466203323093113,0.4819906069781584,0.5507682001666366
WTIP,WTIP,0.02344792051408867,0.4823321261898547,0.5511255061342024
EXOC1,EXOC1,0.0234443748035155,0.4823983745537013,0.5511682564013151
OR5D18,OR5D18,0.02342496390886073,0.48276113688050765,0.551549765792296
PRR30,PRR30,0.023393108558534798,0.4833567890904942,0.5521642875434648
F7,F7,0.023388688127391664,0.4834394766657097,0.552225743783019
C9orf129,C9orf129,0.023374838565012795,0.48369859303653184,0.552422692590865
TAS2R42,TAS2R42,0.023357135560740087,0.48402991432777903,0.5527389499282828
SLX1A,SLX1A,0.02335695258754663,0.4840333394114322,0.5527389499282828
FOXK1,FOXK1,0.0233331987110058,0.4844781007376606,0.5531850374330753
ARFIP1,ARFIP1,0.02333299810406641,0.4844818577905893,0.5531850374330753
ABRA,ABRA,0.023306953830120877,0.48496976000370645,0.5537090528294617
OR2AG2,OR2AG2,0.0233039579464303,0.4850259006334521,0.5537400758889348
GCGR,GCGR,0.023299395068273367,0.4851114123241747,0.5538046253330506
